id.auto()	student_id.auto()	subject_id.auto()	mark.auto()	created_at.auto()
3792	144996	881	0	2021-10-06 09:41:59.761655
3793	146315	35	3	2021-10-06 09:41:59.761655
3794	38029	569	2	2021-10-06 09:41:59.761655
3795	175505	199	1	2021-10-06 09:41:59.761655
3796	27672	694	3	2021-10-06 09:41:59.761655
3797	183328	340	4	2021-10-06 09:41:59.761655
3798	158860	205	4	2021-10-06 09:41:59.761655
3799	109129	275	5	2021-10-06 09:41:59.761655
3800	138556	878	2	2021-10-06 09:41:59.761655
3801	94190	600	4	2021-10-06 09:41:59.761655
3802	150206	506	3	2021-10-06 09:41:59.761655
3803	27325	29	2	2021-10-06 09:41:59.761655
3804	104227	753	5	2021-10-06 09:41:59.761655
3805	173340	844	4	2021-10-06 09:41:59.761655
3806	190433	498	0	2021-10-06 09:41:59.761655
3807	72494	163	1	2021-10-06 09:41:59.761655
3808	151474	969	3	2021-10-06 09:41:59.761655
3809	114845	270	2	2021-10-06 09:41:59.761655
3810	182240	471	2	2021-10-06 09:41:59.761655
3811	26778	200	5	2021-10-06 09:41:59.761655
3812	111292	479	2	2021-10-06 09:41:59.761655
1907	93290	424	4	2021-10-06 08:53:30.861416
1908	19436	907	0	2021-10-06 08:53:30.861416
1909	10915	246	1	2021-10-06 08:53:30.861416
1910	57929	385	4	2021-10-06 08:53:30.861416
1911	78489	147	3	2021-10-06 08:53:30.861416
1912	97372	398	0	2021-10-06 08:53:30.861416
1913	36246	454	3	2021-10-06 08:53:30.861416
1914	537	743	4	2021-10-06 08:53:30.861416
1915	30162	888	1	2021-10-06 08:53:30.861416
1916	5335	360	1	2021-10-06 08:53:30.861416
1917	9485	777	2	2021-10-06 08:53:30.861416
1918	47163	351	2	2021-10-06 08:53:30.861416
1919	43961	180	3	2021-10-06 08:53:30.861416
1920	50726	810	4	2021-10-06 08:53:30.861416
1921	7203	102	1	2021-10-06 08:53:30.861416
1922	81063	538	2	2021-10-06 08:53:30.861416
1923	41327	111	3	2021-10-06 08:53:30.861416
1924	92557	159	1	2021-10-06 08:53:30.861416
1925	35716	605	3	2021-10-06 08:53:30.861416
1926	90300	282	5	2021-10-06 08:53:30.861416
1927	29910	566	0	2021-10-06 08:53:30.861416
1928	73282	525	1	2021-10-06 08:53:30.861416
1929	66926	936	3	2021-10-06 08:53:30.861416
1930	74108	38	4	2021-10-06 08:53:30.861416
1931	27670	824	3	2021-10-06 08:53:30.861416
1932	55243	468	3	2021-10-06 08:53:30.861416
1933	42480	724	5	2021-10-06 08:53:30.861416
1934	31394	179	4	2021-10-06 08:53:30.861416
1935	13338	114	4	2021-10-06 08:53:30.861416
1936	91016	40	0	2021-10-06 08:53:30.861416
1937	16173	938	3	2021-10-06 08:53:30.861416
1938	13078	950	1	2021-10-06 08:53:30.861416
1939	5360	857	2	2021-10-06 08:53:30.861416
1940	92968	640	4	2021-10-06 08:53:30.861416
1941	58399	709	3	2021-10-06 08:53:30.861416
1942	63295	204	3	2021-10-06 08:53:30.861416
1943	35669	954	1	2021-10-06 08:53:30.861416
1944	27427	883	2	2021-10-06 08:53:30.861416
1945	55762	496	0	2021-10-06 08:53:30.861416
1946	29498	874	2	2021-10-06 08:53:30.861416
1947	20380	614	2	2021-10-06 08:53:30.861416
1948	6429	18	5	2021-10-06 08:53:30.861416
1949	17310	286	2	2021-10-06 08:53:30.861416
1950	67994	97	1	2021-10-06 08:53:30.861416
1951	86092	659	3	2021-10-06 08:53:30.861416
1952	48920	395	2	2021-10-06 08:53:30.861416
1953	54003	562	3	2021-10-06 08:53:30.861416
1954	53911	331	1	2021-10-06 08:53:30.861416
1955	34714	190	4	2021-10-06 08:53:30.861416
1956	15908	353	3	2021-10-06 08:53:30.861416
1957	22333	376	3	2021-10-06 08:53:30.861416
1958	55745	93	2	2021-10-06 08:53:30.861416
1959	75351	755	3	2021-10-06 08:53:30.861416
1960	26460	886	1	2021-10-06 08:53:30.861416
1961	40020	353	3	2021-10-06 08:53:30.861416
1962	65435	999	2	2021-10-06 08:53:30.861416
1963	67615	311	5	2021-10-06 08:53:30.861416
1964	13205	527	2	2021-10-06 08:53:30.861416
1965	76479	185	0	2021-10-06 08:53:30.861416
1966	40560	956	3	2021-10-06 08:53:30.861416
1967	91984	801	4	2021-10-06 08:53:30.861416
1968	94884	360	1	2021-10-06 08:53:30.861416
1969	425	528	2	2021-10-06 08:53:30.861416
1970	44151	583	3	2021-10-06 08:53:30.861416
1971	19724	802	5	2021-10-06 08:53:30.861416
1972	46372	855	4	2021-10-06 08:53:30.861416
1973	11408	765	5	2021-10-06 08:53:30.861416
1974	45345	844	3	2021-10-06 08:53:30.861416
1975	54144	357	4	2021-10-06 08:53:30.861416
1976	36328	681	2	2021-10-06 08:53:30.861416
1977	95271	842	3	2021-10-06 08:53:30.861416
1978	20821	194	5	2021-10-06 08:53:30.861416
1979	76046	635	2	2021-10-06 08:53:30.861416
1980	40897	413	4	2021-10-06 08:53:30.861416
1981	69092	670	1	2021-10-06 08:53:30.861416
1982	64114	819	1	2021-10-06 08:53:30.861416
1983	53071	304	4	2021-10-06 08:53:30.861416
1984	49427	336	3	2021-10-06 08:53:30.861416
1985	74632	359	1	2021-10-06 08:53:30.861416
1986	97482	724	2	2021-10-06 08:53:30.861416
1987	75652	629	1	2021-10-06 08:53:30.861416
1988	98774	455	2	2021-10-06 08:53:30.861416
1989	56699	774	2	2021-10-06 08:53:30.861416
1990	47086	990	1	2021-10-06 08:53:30.861416
1991	78748	490	3	2021-10-06 08:53:30.861416
1992	24664	661	1	2021-10-06 08:53:30.861416
1993	63377	345	2	2021-10-06 08:53:30.861416
1994	21432	273	0	2021-10-06 08:53:30.861416
1995	39183	884	2	2021-10-06 08:53:30.861416
1996	18191	451	2	2021-10-06 08:53:30.861416
1997	5296	937	2	2021-10-06 08:53:30.861416
1998	69139	556	3	2021-10-06 08:53:30.861416
1999	28913	854	4	2021-10-06 08:53:30.861416
2000	33401	526	5	2021-10-06 08:53:30.861416
2001	33965	440	5	2021-10-06 08:53:30.861416
2002	85863	824	4	2021-10-06 08:53:30.861416
2003	55356	808	4	2021-10-06 08:53:30.861416
2004	21304	368	2	2021-10-06 08:53:30.861416
2005	78686	874	2	2021-10-06 08:53:30.861416
2006	33887	486	1	2021-10-06 08:53:30.861416
3813	174461	428	2	2021-10-06 09:41:59.761655
3814	113751	180	4	2021-10-06 09:41:59.761655
3815	21032	802	2	2021-10-06 09:41:59.761655
3816	42421	130	3	2021-10-06 09:41:59.761655
3817	85191	442	1	2021-10-06 09:41:59.761655
3818	186307	946	4	2021-10-06 09:41:59.761655
3819	67790	506	2	2021-10-06 09:41:59.761655
3820	160156	689	3	2021-10-06 09:41:59.761655
3821	131694	714	4	2021-10-06 09:41:59.761655
3822	69733	266	3	2021-10-06 09:41:59.761655
3823	66913	719	2	2021-10-06 09:41:59.761655
3824	15804	304	0	2021-10-06 09:41:59.761655
3825	74057	546	5	2021-10-06 09:41:59.761655
3826	56988	927	4	2021-10-06 09:41:59.761655
3827	124575	123	4	2021-10-06 09:41:59.761655
3828	20695	237	5	2021-10-06 09:41:59.761655
3829	176763	419	0	2021-10-06 09:41:59.761655
3830	119511	589	1	2021-10-06 09:41:59.761655
3831	63839	18	2	2021-10-06 09:41:59.761655
3832	67440	961	4	2021-10-06 09:41:59.761655
3833	167296	844	0	2021-10-06 09:41:59.761655
3834	105871	633	4	2021-10-06 09:41:59.761655
3835	59637	583	2	2021-10-06 09:41:59.761655
3836	109169	395	2	2021-10-06 09:41:59.761655
3837	28107	782	3	2021-10-06 09:41:59.761655
3838	155713	678	2	2021-10-06 09:41:59.761655
3839	114319	205	1	2021-10-06 09:41:59.761655
3840	89053	806	1	2021-10-06 09:41:59.761655
3841	59782	216	4	2021-10-06 09:41:59.761655
3842	128464	291	3	2021-10-06 09:41:59.761655
3843	38492	486	3	2021-10-06 09:41:59.761655
3844	52794	538	2	2021-10-06 09:41:59.761655
3845	66775	786	4	2021-10-06 09:41:59.761655
3846	75373	904	3	2021-10-06 09:41:59.761655
3847	143244	51	4	2021-10-06 09:41:59.761655
3848	93414	18	4	2021-10-06 09:41:59.761655
3948	87	650	3	2021-10-06 09:41:59.761655
3949	135247	253	2	2021-10-06 09:41:59.761655
3950	113514	921	5	2021-10-06 09:41:59.761655
3951	177263	188	5	2021-10-06 09:41:59.761655
3952	138645	996	1	2021-10-06 09:41:59.761655
3953	12028	174	4	2021-10-06 09:41:59.761655
3954	68423	543	3	2021-10-06 09:41:59.761655
3955	187818	599	0	2021-10-06 09:41:59.761655
3956	84307	146	1	2021-10-06 09:41:59.761655
3957	126149	549	3	2021-10-06 09:41:59.761655
3958	74274	409	3	2021-10-06 09:41:59.761655
3959	48087	168	1	2021-10-06 09:41:59.761655
3960	24833	885	3	2021-10-06 09:41:59.761655
3961	159158	104	5	2021-10-06 09:41:59.761655
3962	95590	234	3	2021-10-06 09:41:59.761655
3963	154347	381	1	2021-10-06 09:41:59.761655
3964	105791	196	2	2021-10-06 09:41:59.761655
3965	20246	369	3	2021-10-06 09:41:59.761655
3966	74828	727	4	2021-10-06 09:41:59.761655
3967	128381	382	0	2021-10-06 09:41:59.761655
3968	172843	110	3	2021-10-06 09:41:59.761655
3969	106373	721	4	2021-10-06 09:41:59.761655
3970	141269	681	1	2021-10-06 09:41:59.761655
3971	163618	903	3	2021-10-06 09:41:59.761655
3972	126179	831	4	2021-10-06 09:41:59.761655
3973	143476	912	1	2021-10-06 09:41:59.761655
3974	100242	140	4	2021-10-06 09:41:59.761655
3975	173931	363	1	2021-10-06 09:41:59.761655
3976	101485	262	0	2021-10-06 09:41:59.761655
3977	54312	917	5	2021-10-06 09:41:59.761655
3978	152098	599	5	2021-10-06 09:41:59.761655
3979	23960	59	3	2021-10-06 09:41:59.761655
3980	12086	189	5	2021-10-06 09:41:59.761655
3981	173269	723	3	2021-10-06 09:41:59.761655
3982	63231	584	3	2021-10-06 09:41:59.761655
3983	77611	273	1	2021-10-06 09:41:59.761655
3984	131243	104	1	2021-10-06 09:41:59.761655
3985	145612	418	1	2021-10-06 09:41:59.761655
3986	1705	526	5	2021-10-06 09:41:59.761655
3987	100865	276	1	2021-10-06 09:41:59.761655
3988	65083	751	4	2021-10-06 09:41:59.761655
3989	30624	374	1	2021-10-06 09:41:59.761655
3990	107444	726	4	2021-10-06 09:41:59.761655
3991	63268	259	3	2021-10-06 09:41:59.761655
3992	110853	77	2	2021-10-06 09:41:59.761655
3993	75889	614	1	2021-10-06 09:41:59.761655
3994	166256	127	1	2021-10-06 09:41:59.761655
3995	38159	181	1	2021-10-06 09:41:59.761655
3996	69862	731	3	2021-10-06 09:41:59.761655
3997	85419	398	3	2021-10-06 09:41:59.761655
3998	90166	822	1	2021-10-06 09:41:59.761655
3999	139251	483	1	2021-10-06 09:41:59.761655
4000	110019	56	3	2021-10-06 09:41:59.761655
4001	193988	825	1	2021-10-06 09:41:59.761655
4002	156971	980	3	2021-10-06 09:41:59.761655
4003	162295	500	4	2021-10-06 09:41:59.761655
4004	54715	11	1	2021-10-06 09:41:59.761655
4005	56839	889	1	2021-10-06 09:41:59.761655
4006	95807	434	0	2021-10-06 09:41:59.761655
4007	45610	293	1	2021-10-12 22:44:20.718344
4008	88174	634	4	2021-10-12 22:44:20.718344
4009	123696	643	1	2021-10-12 22:44:20.718344
4010	119284	590	2	2021-10-12 22:44:20.718344
4011	97435	225	3	2021-10-12 22:44:20.718344
4012	132536	767	2	2021-10-12 22:44:20.718344
4013	139571	775	3	2021-10-12 22:44:20.718344
4014	17958	436	4	2021-10-12 22:44:20.718344
4015	76193	945	2	2021-10-12 22:44:20.718344
4016	169316	584	3	2021-10-12 22:44:20.718344
4017	22625	181	4	2021-10-12 22:44:20.718344
4018	48553	453	3	2021-10-12 22:44:20.718344
4019	12272	72	1	2021-10-12 22:44:20.718344
4020	28108	479	0	2021-10-12 22:44:20.718344
4021	36841	966	4	2021-10-12 22:44:20.718344
4022	67504	260	3	2021-10-12 22:44:20.718344
4023	189232	111	3	2021-10-12 22:44:20.718344
4024	113977	746	1	2021-10-12 22:44:20.718344
4025	26756	340	1	2021-10-12 22:44:20.718344
4026	89990	656	4	2021-10-12 22:44:20.718344
4027	52182	175	2	2021-10-12 22:44:20.718344
4028	131778	666	1	2021-10-12 22:44:20.718344
4029	10783	311	1	2021-10-12 22:44:20.718344
4030	193908	62	4	2021-10-12 22:44:20.718344
4031	42262	171	2	2021-10-12 22:44:20.718344
4032	132878	802	3	2021-10-12 22:44:20.718344
4033	98428	507	1	2021-10-12 22:44:20.718344
4034	188328	910	3	2021-10-12 22:44:20.718344
4035	173702	959	1	2021-10-12 22:44:20.718344
4036	51285	542	4	2021-10-12 22:44:20.718344
4037	161392	878	1	2021-10-12 22:44:20.718344
4038	95286	237	1	2021-10-12 22:44:20.718344
4039	12652	787	2	2021-10-12 22:44:20.718344
4040	139976	842	4	2021-10-12 22:44:20.718344
4041	167258	530	4	2021-10-12 22:44:20.718344
4042	30681	318	3	2021-10-12 22:44:20.718344
4043	108229	729	3	2021-10-12 22:44:20.718344
4044	122804	766	5	2021-10-12 22:44:20.718344
4045	190913	692	1	2021-10-12 22:44:20.718344
4046	72736	438	4	2021-10-12 22:44:20.718344
4047	41671	194	5	2021-10-12 22:44:20.718344
4048	31252	370	2	2021-10-12 22:44:20.718344
4049	55948	451	4	2021-10-12 22:44:20.718344
4050	75992	352	3	2021-10-12 22:44:20.718344
4051	194533	713	0	2021-10-12 22:44:20.718344
4052	141487	833	4	2021-10-12 22:44:20.718344
4053	182184	83	3	2021-10-12 22:44:20.718344
4054	146141	212	4	2021-10-12 22:44:20.718344
4055	83498	870	2	2021-10-12 22:44:20.718344
4056	20980	589	1	2021-10-12 22:44:20.718344
4057	13824	164	4	2021-10-12 22:44:20.718344
4058	58188	112	3	2021-10-12 22:44:20.718344
4059	137854	929	3	2021-10-12 22:44:20.718344
4060	111767	101	0	2021-10-12 22:44:20.718344
4061	122264	78	4	2021-10-12 22:44:20.718344
4062	179423	139	4	2021-10-12 22:44:20.718344
4063	117374	748	5	2021-10-12 22:44:20.718344
4064	156342	767	1	2021-10-12 22:44:20.718344
4065	16406	410	4	2021-10-12 22:44:20.718344
4066	178663	80	4	2021-10-12 22:44:20.718344
4067	117213	21	4	2021-10-12 22:44:20.718344
4068	677	356	4	2021-10-12 22:44:20.718344
4069	159155	986	5	2021-10-12 22:44:20.718344
4070	81645	925	1	2021-10-12 22:44:20.718344
4071	107405	475	3	2021-10-12 22:44:20.718344
4072	50254	798	5	2021-10-12 22:44:20.718344
4073	142207	745	4	2021-10-12 22:44:20.718344
4074	7479	958	0	2021-10-12 22:44:20.718344
4075	24332	21	3	2021-10-12 22:44:20.718344
4076	10708	985	2	2021-10-12 22:44:20.718344
4077	164684	480	1	2021-10-12 22:44:20.718344
4078	65939	539	3	2021-10-12 22:44:20.718344
4079	154082	226	4	2021-10-12 22:44:20.718344
4080	98412	636	2	2021-10-12 22:44:20.718344
4081	182693	287	2	2021-10-12 22:44:20.718344
4082	75985	919	4	2021-10-12 22:44:20.718344
4083	71029	448	2	2021-10-12 22:44:20.718344
4084	114217	830	5	2021-10-12 22:44:20.718344
4085	14561	179	3	2021-10-12 22:44:20.718344
4086	126954	462	5	2021-10-12 22:44:20.718344
4087	19042	486	5	2021-10-12 22:44:20.718344
4088	172499	104	3	2021-10-12 22:44:20.718344
4089	151592	766	4	2021-10-12 22:44:20.718344
4090	97843	393	1	2021-10-12 22:44:20.718344
4091	45029	989	2	2021-10-12 22:44:20.718344
4092	4864	673	4	2021-10-12 22:44:20.718344
4093	110227	875	3	2021-10-12 22:44:20.718344
4094	172605	633	2	2021-10-12 22:44:20.718344
4095	80221	427	2	2021-10-12 22:44:20.718344
4096	94494	880	2	2021-10-12 22:44:20.718344
4097	33855	44	3	2021-10-12 22:44:20.718344
4098	70094	250	0	2021-10-12 22:44:20.718344
4099	91574	390	3	2021-10-12 22:44:20.718344
4100	73677	504	2	2021-10-12 22:44:20.718344
4101	89346	659	2	2021-10-12 22:44:20.718344
4102	41776	948	1	2021-10-12 22:44:20.718344
4103	49506	674	1	2021-10-12 22:44:20.718344
4104	193919	970	5	2021-10-12 22:44:20.718344
4105	78775	309	5	2021-10-12 22:44:20.718344
4106	41662	477	4	2021-10-12 22:44:20.718344
4107	127845	289	4	2021-10-12 22:44:20.718344
4108	131127	443	3	2021-10-12 22:44:20.718344
4109	773	476	3	2021-10-12 22:44:20.718344
4110	193221	937	2	2021-10-12 22:44:20.718344
4111	86083	679	4	2021-10-12 22:44:20.718344
4112	118937	321	3	2021-10-12 22:44:20.718344
4113	46492	108	3	2021-10-12 22:44:20.718344
4114	111475	192	1	2021-10-12 22:44:20.718344
4115	128706	162	5	2021-10-12 22:44:20.718344
4116	90278	5	5	2021-10-12 22:44:20.718344
4117	45487	123	5	2021-10-12 22:44:20.718344
4118	194410	794	3	2021-10-12 22:44:20.718344
4119	8168	931	3	2021-10-12 22:44:20.718344
4120	73295	617	1	2021-10-12 22:44:20.718344
4121	177804	916	3	2021-10-12 22:44:20.718344
4122	161231	330	2	2021-10-12 22:44:20.718344
4123	72743	388	0	2021-10-12 22:44:20.718344
4124	98601	623	3	2021-10-12 22:44:20.718344
4125	71053	371	3	2021-10-12 22:44:20.718344
4126	180982	238	1	2021-10-12 22:44:20.718344
4127	126565	405	4	2021-10-12 22:44:20.718344
4128	52165	565	0	2021-10-12 22:44:20.718344
4129	147120	853	4	2021-10-12 22:44:20.718344
4130	137398	357	1	2021-10-12 22:44:20.718344
4131	188403	764	3	2021-10-12 22:44:20.718344
4132	140357	924	3	2021-10-12 22:44:20.718344
4133	20877	959	2	2021-10-12 22:44:20.718344
4134	188071	912	0	2021-10-12 22:44:20.718344
4135	42685	279	5	2021-10-12 22:44:20.718344
4136	71131	382	0	2021-10-12 22:44:20.718344
4137	100859	844	3	2021-10-12 22:44:20.718344
4138	108457	474	2	2021-10-12 22:44:20.718344
4139	134743	904	1	2021-10-12 22:44:20.718344
4140	23568	517	1	2021-10-12 22:44:20.718344
4141	125016	709	2	2021-10-12 22:44:20.718344
4142	7924	134	3	2021-10-12 22:44:20.718344
4143	169830	517	2	2021-10-12 22:44:20.718344
4144	108463	581	4	2021-10-12 22:44:20.718344
4145	16778	12	4	2021-10-12 22:44:20.718344
4146	21077	253	2	2021-10-12 22:44:20.718344
4147	60391	238	3	2021-10-12 22:44:20.718344
4148	34228	676	2	2021-10-12 22:44:20.718344
4149	183025	181	4	2021-10-12 22:44:20.718344
4150	109284	458	1	2021-10-12 22:44:20.718344
4151	104200	221	3	2021-10-12 22:44:20.718344
4152	154005	971	0	2021-10-12 22:44:20.718344
4153	43853	805	1	2021-10-12 22:44:20.718344
4154	146700	468	1	2021-10-12 22:44:20.718344
4155	61272	629	4	2021-10-12 22:44:20.718344
4156	191074	472	5	2021-10-12 22:44:20.718344
4157	1362	626	3	2021-10-12 22:44:20.718344
4158	39971	99	0	2021-10-12 22:44:20.718344
4159	54334	994	4	2021-10-12 22:44:20.718344
4160	161066	164	2	2021-10-12 22:44:20.718344
4161	171930	273	3	2021-10-12 22:44:20.718344
4162	180605	111	4	2021-10-12 22:44:20.718344
4163	117124	964	1	2021-10-12 22:44:20.718344
4164	144105	123	5	2021-10-12 22:44:20.718344
4165	166558	204	3	2021-10-12 22:44:20.718344
4166	14102	101	0	2021-10-12 22:44:20.718344
4167	3014	605	2	2021-10-12 22:44:20.718344
4168	69808	875	1	2021-10-12 22:44:20.718344
4169	176166	804	2	2021-10-12 22:44:20.718344
4170	9800	833	2	2021-10-12 22:44:20.718344
4171	1166	358	3	2021-10-12 22:44:20.718344
4172	32643	344	5	2021-10-12 22:44:20.718344
4173	68021	767	3	2021-10-12 22:44:20.718344
4174	61249	555	5	2021-10-12 22:44:20.718344
4175	176966	347	1	2021-10-12 22:44:20.718344
4176	151131	587	5	2021-10-12 22:44:20.718344
4177	32799	403	4	2021-10-12 22:44:20.718344
4178	161349	824	2	2021-10-12 22:44:20.718344
4179	13538	297	3	2021-10-12 22:44:20.718344
4180	133589	798	3	2021-10-12 22:44:20.718344
4181	140622	538	3	2021-10-12 22:44:20.718344
4182	42398	454	2	2021-10-12 22:44:20.718344
4183	129848	767	4	2021-10-12 22:44:20.718344
4184	54535	136	1	2021-10-12 22:44:20.718344
4185	162054	683	3	2021-10-12 22:44:20.718344
4186	148584	700	2	2021-10-12 22:44:20.718344
4187	145648	381	5	2021-10-12 22:44:20.718344
4188	183984	984	4	2021-10-12 22:44:20.718344
4189	2594	880	5	2021-10-12 22:44:20.718344
4190	44479	235	3	2021-10-12 22:44:20.718344
4191	15068	343	4	2021-10-12 22:44:20.718344
4192	160212	645	2	2021-10-12 22:44:20.718344
4193	132328	799	3	2021-10-12 22:44:20.718344
4194	52762	506	4	2021-10-12 22:44:20.718344
4195	186481	455	0	2021-10-12 22:44:20.718344
4196	74730	332	3	2021-10-12 22:44:20.718344
4197	97415	810	1	2021-10-12 22:44:20.718344
4198	184585	478	3	2021-10-12 22:44:20.718344
4199	42269	996	4	2021-10-12 22:44:20.718344
4200	152241	159	1	2021-10-12 22:44:20.718344
4201	172493	169	3	2021-10-12 22:44:20.718344
4202	161897	545	4	2021-10-12 22:44:20.718344
4203	114758	245	0	2021-10-12 22:44:20.718344
4204	84362	919	4	2021-10-12 22:44:20.718344
4205	113660	102	3	2021-10-12 22:44:20.718344
4206	80276	314	1	2021-10-12 22:44:20.718344
4207	111551	526	2	2021-10-12 22:44:20.718344
4208	85934	878	4	2021-10-12 22:44:20.718344
4209	147826	617	4	2021-10-12 22:44:20.718344
4210	175587	650	2	2021-10-12 22:44:20.718344
4211	21208	744	1	2021-10-12 22:44:20.718344
4212	174940	599	2	2021-10-12 22:44:20.718344
4213	161541	841	2	2021-10-12 22:44:20.718344
4214	85518	469	4	2021-10-12 22:44:20.718344
4215	149068	782	5	2021-10-12 22:44:20.718344
4216	159727	423	3	2021-10-12 22:44:20.718344
4217	75810	890	5	2021-10-12 22:44:20.718344
4218	53658	841	4	2021-10-12 22:44:20.718344
4219	136585	72	5	2021-10-12 22:44:20.718344
4220	121087	547	4	2021-10-12 22:44:20.718344
4221	9600	708	3	2021-10-12 22:44:20.718344
4222	168889	506	2	2021-10-12 22:44:20.718344
4223	198743	99	1	2021-10-12 22:44:20.718344
4224	129830	274	3	2021-10-12 22:44:20.718344
4225	196139	90	3	2021-10-12 22:44:20.718344
4226	129626	919	3	2021-10-12 22:44:20.718344
4227	136257	101	2	2021-10-12 22:44:20.718344
4228	196449	320	0	2021-10-12 22:44:20.718344
4229	97984	820	4	2021-10-12 22:44:20.718344
4230	65992	670	5	2021-10-12 22:44:20.718344
4231	78792	945	3	2021-10-12 22:44:20.718344
4232	2026	246	1	2021-10-12 22:44:20.718344
4233	39405	506	4	2021-10-12 22:44:20.718344
4234	192679	519	2	2021-10-12 22:44:20.718344
4235	184085	888	3	2021-10-12 22:44:20.718344
4236	26810	898	1	2021-10-12 22:44:20.718344
4237	192066	84	1	2021-10-12 22:44:20.718344
4238	90058	733	5	2021-10-12 22:44:20.718344
4239	104317	100	3	2021-10-12 22:44:20.718344
4240	8984	986	2	2021-10-12 22:44:20.718344
4241	29270	553	3	2021-10-12 22:44:20.718344
4242	52866	470	4	2021-10-12 22:44:20.718344
4243	3316	173	1	2021-10-12 22:44:20.718344
4244	193725	403	3	2021-10-12 22:44:20.718344
4245	23253	468	5	2021-10-12 22:44:20.718344
4246	187334	475	3	2021-10-12 22:44:20.718344
4247	73295	569	4	2021-10-12 22:44:20.718344
4248	1816	413	3	2021-10-12 22:44:20.718344
4249	187634	217	3	2021-10-12 22:44:20.718344
4250	144086	38	1	2021-10-12 22:44:20.718344
4251	56646	615	2	2021-10-12 22:44:20.718344
4252	20138	460	3	2021-10-12 22:44:20.718344
4253	50839	84	2	2021-10-12 22:44:20.718344
4254	77946	762	2	2021-10-12 22:44:20.718344
4255	139830	426	3	2021-10-12 22:44:20.718344
4256	58654	528	4	2021-10-12 22:44:20.718344
4257	95688	726	4	2021-10-12 22:44:20.718344
4258	22376	462	1	2021-10-12 22:44:20.718344
4259	59595	358	2	2021-10-12 22:44:20.718344
4260	97736	964	3	2021-10-12 22:44:20.718344
4261	141132	64	5	2021-10-12 22:44:20.718344
4262	120102	713	4	2021-10-12 22:44:20.718344
4263	119614	855	2	2021-10-12 22:44:20.718344
4264	125605	435	1	2021-10-12 22:44:20.718344
4265	134689	175	4	2021-10-12 22:44:20.718344
4266	15567	722	5	2021-10-12 22:44:20.718344
4267	173051	719	2	2021-10-12 22:44:20.718344
4268	28340	62	2	2021-10-12 22:44:20.718344
4269	39379	187	0	2021-10-12 22:44:20.718344
4270	112085	851	2	2021-10-12 22:44:20.718344
